maṇḍala,sūkta,ṛca,m-s-r,m-s,ṛṣi,devatā,chandaḥ
2,14,10,2-14-10,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,11,2-14-11,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,14,12,2-14-12,2 - 14,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,1,2-15-1,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,2,2-15-2,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,3,2-15-3,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,4,2-15-4,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,5,2-15-5,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,6,2-15-6,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,7,2-15-7,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,8,2-15-8,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,9,2-15-9,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,15,10,2-15-10,2 - 15,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,16,1,2-16-1,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,2,2-16-2,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,3,2-16-3,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,4,2-16-4,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,5,2-16-5,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,6,2-16-6,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,7,2-16-7,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,8,2-16-8,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,16,9,2-16-9,2 - 16,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,17,1,2-17-1,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,2,2-17-2,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,3,2-17-3,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,4,2-17-4,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,5,2-17-5,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,6,2-17-6,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,7,2-17-7,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,17,8,2-17-8,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,17,9,2-17-9,2 - 17,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,1,2-18-1,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,2,2-18-2,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,3,2-18-3,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,4,2-18-4,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,5,2-18-5,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,6,2-18-6,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,7,2-18-7,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,8,2-18-8,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,18,9,2-18-9,2 - 18,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,1,2-19-1,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,2,2-19-2,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,3,2-19-3,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,4,2-19-4,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,5,2-19-5,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,6,2-19-6,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,7,2-19-7,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,8,2-19-8,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,19,9,2-19-9,2 - 19,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,1,2-20-1,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,2,2-20-2,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,3,2-20-3,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,virāḍrūpā
2,20,4,2-20-4,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,5,2-20-5,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,6,2-20-6,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,7,2-20-7,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,8,2-20-8,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,20,9,2-20-9,2 - 20,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,21,1,2-21-1,2 - 21,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,21,2,2-21-2,2 - 21,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,21,3,2-21-3,2 - 21,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,21,4,2-21-4,2 - 21,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,21,5,2-21-5,2 - 21,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,jagatī
2,21,6,2-21-6,2 - 21,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,22,1,2-22-1,2 - 22,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,aṣṭiḥ
2,22,2,2-22-2,2 - 22,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,atiśakkariḥ
2,22,3,2-22-3,2 - 22,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,atiśakkariḥ
2,22,4,2-22-4,2 - 22,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,atiśakkariḥ aṣṭiḥ vā
2,23,1,2-23-1,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,23,2,2-23-2,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,3,2-23-3,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,4,2-23-4,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,5,2-23-5,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,23,6,2-23-6,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,7,2-23-7,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,8,2-23-8,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,9,2-23-9,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,23,10,2-23-10,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,11,2-23-11,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,23,12,2-23-12,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,13,2-23-13,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,14,2-23-14,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,15,2-23-15,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,triṣṭubh
2,23,16,2-23-16,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,17,2-23-17,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,23,18,2-23-18,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,jagatī
2,23,19,2-23-19,2 - 23,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,triṣṭubh
2,24,1,2-24-1,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,2,2-24-2,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,3,2-24-3,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,4,2-24-4,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,5,2-24-5,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,6,2-24-6,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,7,2-24-7,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,8,2-24-8,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,9,2-24-9,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,10,2-24-10,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,11,2-24-11,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,12,2-24-12,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ indraḥ ca,triṣṭubh
2,24,13,2-24-13,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,14,2-24-14,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,15,2-24-15,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,24,16,2-24-16,2 - 24,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,triṣṭubh
2,25,1,2-25-1,2 - 25,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,25,2,2-25-2,2 - 25,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,25,3,2-25-3,2 - 25,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,25,4,2-25-4,2 - 25,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,25,5,2-25-5,2 - 25,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,26,1,2-26-1,2 - 26,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,26,2,2-26-2,2 - 26,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,26,3,2-26-3,2 - 26,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,26,4,2-26-4,2 - 26,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,brahmāṇaspatiḥ,jagatī
2,27,1,2-27-1,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,2,2-27-2,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,3,2-27-3,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,4,2-27-4,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,5,2-27-5,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,6,2-27-6,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,7,2-27-7,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,8,2-27-8,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,9,2-27-9,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,10,2-27-10,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,11,2-27-11,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,12,2-27-12,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,13,2-27-13,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,14,2-27-14,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,15,2-27-15,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,16,2-27-16,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,27,17,2-27-17,2 - 27,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,ādityaḥ,triṣṭubh
2,28,1,2-28-1,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,2,2-28-2,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,3,2-28-3,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,4,2-28-4,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,5,2-28-5,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,6,2-28-6,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,7,2-28-7,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,8,2-28-8,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,9,2-28-9,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,28,10,2-28-10,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,duḥsvapnanāśanī,triṣṭubh
2,28,11,2-28-11,2 - 28,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,varuṇaḥ,triṣṭubh
2,29,1,2-29-1,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,29,2,2-29-2,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,29,3,2-29-3,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,29,4,2-29-4,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,29,5,2-29-5,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,29,6,2-29-6,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,29,7,2-29-7,2 - 29,kurmaḥ gārtsamadaḥ gṛtsamadaḥ vā,viśvedevāḥ,triṣṭubh
2,30,1,2-30-1,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,2,2-30-2,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,3,2-30-3,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,4,2-30-4,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,5,2-30-5,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,6,2-30-6,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indrāsomau,triṣṭubh
2,30,7,2-30-7,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,8,2-30-8,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,sarasvatīndrau,triṣṭubh
2,30,9,2-30-9,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,bṛhaspatiḥ,triṣṭubh
2,30,10,2-30-10,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ,triṣṭubh
2,30,11,2-30-11,2 - 30,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,31,1,2-31-1,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,jagatī
2,31,2,2-31-2,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,jagatī
2,31,3,2-31-3,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,jagatī
2,31,4,2-31-4,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,jagatī
2,31,5,2-31-5,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,jagatī
2,31,6,2-31-6,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,jagatī
2,31,7,2-31-7,2 - 31,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,viśvedevāḥ,triṣṭubh
2,32,1,2-32-1,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,dyāvāpṛthivī,jagatī
2,32,2,2-32-2,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ tvaṣṭā vā,jagatī
2,32,3,2-32-3,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ tvaṣṭā vā,jagatī
2,32,4,2-32-4,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rākā,jagatī
2,32,5,2-32-5,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rākā,jagatī
2,32,6,2-32-6,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,sinīvālī,anuṣṭubh
2,32,7,2-32-7,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,sinīvālī,anuṣṭubh
2,32,8,2-32-8,2 - 32,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,liṅgoktāḥ,anuṣṭubh
2,33,1,2-33-1,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,2,2-33-2,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,3,2-33-3,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,4,2-33-4,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,5,2-33-5,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,6,2-33-6,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,7,2-33-7,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,8,2-33-8,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,9,2-33-9,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,10,2-33-10,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,11,2-33-11,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,12,2-33-12,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,13,2-33-13,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,14,2-33-14,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,33,15,2-33-15,2 - 33,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,rudraḥ,triṣṭubh
2,34,1,2-34-1,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,2,2-34-2,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,3,2-34-3,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,4,2-34-4,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,5,2-34-5,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,6,2-34-6,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,7,2-34-7,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,8,2-34-8,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,9,2-34-9,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,10,2-34-10,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,11,2-34-11,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,12,2-34-12,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,13,2-34-13,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,14,2-34-14,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,jagatī
2,34,15,2-34-15,2 - 34,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ,triṣṭubh
2,35,1,2-35-1,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,2,2-35-2,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,3,2-35-3,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,4,2-35-4,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,5,2-35-5,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,6,2-35-6,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,7,2-35-7,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,8,2-35-8,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,9,2-35-9,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,10,2-35-10,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,11,2-35-11,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,12,2-35-12,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,13,2-35-13,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,14,2-35-14,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,35,15,2-35-15,2 - 35,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,āpaṁnapāt,triṣṭubh
2,36,1,2-36-1,2 - 36,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,indraḥ madhuḥ ca,jagatī
2,36,2,2-36-2,2 - 36,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,marutaḥ mādhavaḥ ca,jagatī
2,36,3,2-36-3,2 - 36,gṛtsamadaḥ bhārgavaḥ śaunakaḥ,tvaṣṭā śukraḥ ca,jagatī
